shipment_id,route_id,synthetic_shipment_date,commodity_type,commodity_temp_ideal_c,commodity_shelf_life_hours,commodity_delay_tolerance_hours,transport_mode,distance_km,estimated_duration_hours,wave_height_m,wave_category,wind_speed_kmh,weather_condition,port_status_flag,port_ambient_temp_c,cold_chain_equipment,max_cargo_temp_excess_c,historical_delay_avg_hours,historical_damage_rate,departure_hour,risk_score,risk_level
synthetic-000060,darat-000,2025-09-28,Udang Segar,2.0,48,4,darat,309.4,6.86,0.0,Tenang,13.73,Hujan Ringan,1,30.0,reefer,0.0,2.54,0.0805,15,31.58,Low
synthetic-006748,laut-025,2025-09-28,Tuna Segar,0.5,96,4,laut,3142.5,121.09,0.43,Tenang,5.0,Cerah Berawan,1,24.02,reefer,0.0,41.58,0.3208,0,61.48,Low
synthetic-007859,laut-040,2025-09-28,Es Krim,-19.0,2160,2,laut,542.9,30.95,2.809,Tinggi,30.96,Berawan Tebal,0,30.38,reefer,0.0,16.15,0.2708,23,77.39,High
synthetic-002109,darat-027,2025-09-28,Tuna Segar,0.5,96,4,darat,322.9,7.84,0.0,Tenang,20.13,Berawan,1,30.0,pasif,21.91,1.13,0.0886,8,34.58,Low
synthetic-012550,kombinasi-025,2025-09-28,Buah Potong Segar,3.0,48,4,kombinasi,359.3,21.15,0.24,Tenang,5.7,Berawan,1,28.52,pasif,27.58,10.84,0.1322,11,57.94,Low
synthetic-004345,darat-060,2025-09-28,Ayam Segar,2.0,48,6,darat,77.0,1.73,0.0,Tenang,5.0,Cerah Berawan,1,30.0,reefer,0.0,4.77,0.0661,13,16.99,Low
synthetic-009211,laut-059,2025-09-28,Es Krim,-19.0,2160,2,laut,2374.5,90.14,1.511,Sedang,18.34,Hujan Ringan,1,30.78,reefer,0.0,36.25,0.318,13,68.87,Medium
synthetic-010743,kombinasi-002,2025-09-28,Tuna Segar,0.5,96,4,kombinasi,2549.6,96.52,1.032,Rendah,8.6,Cerah Berawan,1,33.07,reefer,0.0,37.49,0.3449,1,73.26,Medium
synthetic-011235,kombinasi-009,2025-09-28,Buah Potong Segar,3.0,48,4,kombinasi,4031.6,142.02,4.647,Sangat Tinggi,46.06,Hujan Lebat,0,30.37,pasif,29.35,58.62,0.3993,4,93.33,High
synthetic-001229,darat-015,2025-09-28,Susu Segar,2.5,168,8,darat,137.0,3.01,0.0,Tenang,5.01,Berawan,1,30.0,reefer,0.0,2.54,0.071,13,11.12,Low
synthetic-002374,darat-031,2025-09-28,Sayuran Daun Segar,2.0,72,6,darat,188.1,4.14,0.0,Tenang,25.9,Berawan,1,30.0,reefer,0.0,4.23,0.0731,18,37.86,Low
synthetic-013901,kombinasi-043,2025-09-28,Ayam Segar,2.0,48,6,kombinasi,1581.0,63.76,1.279,Sedang,13.03,Berawan,1,29.59,reefer,0.0,25.06,0.2681,7,69.03,Medium
synthetic-001232,darat-015,2025-09-28,Buah Potong Segar,3.0,48,4,darat,137.0,3.14,0.0,Tenang,5.0,Cerah,1,30.0,pasif,17.93,2.54,0.071,16,49.56,Low
synthetic-009458,laut-063,2025-09-28,Udang Segar,2.0,48,4,laut,3392.1,124.27,0.446,Tenang,15.92,Cerah Berawan,1,27.75,reefer,0.0,40.24,0.317,23,68.45,Medium
synthetic-003137,darat-042,2025-09-28,Susu Segar,2.5,168,8,darat,156.9,3.59,0.0,Tenang,29.73,Cerah,1,30.0,pasif,15.01,6.72,0.0811,14,42.13,Low
synthetic-012262,kombinasi-022,2025-09-28,Udang Segar,2.0,48,4,kombinasi,833.5,41.74,0.583,Rendah,10.06,Cerah Berawan,1,27.68,reefer,0.0,20.35,0.1854,0,55.71,Low
synthetic-014306,kombinasi-049,2025-09-28,Buah Potong Segar,3.0,48,4,kombinasi,1073.4,44.14,2.675,Tinggi,29.62,Hujan Lebat,0,34.43,reefer,0.0,24.25,0.2947,7,82.15,High
synthetic-010883,kombinasi-004,2025-09-28,Es Krim,-19.0,2160,2,kombinasi,1133.6,53.2,1.526,Sedang,17.38,Hujan Ringan,1,33.48,pasif,50.39,26.42,0.3698,6,76.67,Medium
synthetic-007817,laut-040,2025-09-28,Sayuran Daun Segar,2.0,72,6,laut,542.9,30.27,7.871,Ekstrem,72.77,Hujan Lebat,0,29.17,reefer,0.0,16.15,0.2708,16,90.87,High
synthetic-013031,kombinasi-032,2025-09-28,Udang Beku,-19.0,4320,48,kombinasi,892.2,36.98,1.424,Sedang,13.69,Berawan,1,27.12,reefer,0.0,23.11,0.2816,9,47.88,Low
synthetic-010582,kombinasi-000,2025-09-28,Udang Segar,2.0,48,4,kombinasi,3120.8,115.89,2.328,Sedang,30.03,Hujan Ringan,1,29.71,reefer,0.0,48.31,0.3985,8,76.67,Medium
synthetic-005034,laut-001,2025-09-28,Udang Segar,2.0,48,4,laut,1682.6,66.3,0.531,Rendah,5.0,Cerah Berawan,1,23.04,pasif,29.59,25.21,0.3261,12,73.33,Medium
synthetic-014024,kombinasi-045,2025-09-28,Salmon Segar,0.5,72,6,kombinasi,1344.9,50.9,5.583,Sangat Tinggi,55.76,Berawan Tebal,0,24.88,reefer,0.0,31.26,0.3808,4,93.33,High
synthetic-003445,darat-047,2025-09-29,Tuna Segar,0.5,96,4,darat,292.4,6.35,0.0,Tenang,15.26,Cerah,1,30.0,reefer,0.0,5.58,0.0942,14,39.14,Low
synthetic-013962,kombinasi-045,2025-09-29,Ayam Segar,2.0,48,6,kombinasi,1344.9,54.07,0.473,Tenang,5.0,Cerah Berawan,1,32.91,reefer,0.0,31.26,0.3808,20,70.0,Medium
synthetic-005663,laut-010,2025-09-29,Susu Segar,2.5,168,8,laut,2923.1,108.5,0.582,Rendah,7.0,Berawan,1,26.85,reefer,0.0,39.64,0.322,18,63.65,Medium
synthetic-005900,laut-013,2025-09-29,Sayuran Daun Segar,2.0,72,6,laut,3938.8,141.37,0.759,Rendah,13.92,Berawan,1,30.53,pasif,30.15,50.19,0.3255,6,73.33,Medium
synthetic-003754,darat-052,2025-09-29,Salmon Segar,0.5,72,6,darat,90.1,1.99,0.0,Tenang,16.28,Cerah,1,30.0,pasif,8.16,4.4,0.0927,20,30.36,Low
synthetic-005218,laut-003,2025-09-29,Es Krim,-19.0,2160,2,laut,478.0,28.53,1.117,Rendah,6.01,Berawan,1,28.61,reefer,0.0,22.62,0.2693,1,61.86,Low
synthetic-010466,laut-079,2025-09-29,Ayam Segar,2.0,48,6,laut,462.8,27.01,0.219,Tenang,5.0,Berawan,1,25.79,pasif,26.4,10.89,0.1248,11,70.0,Medium
synthetic-008643,laut-052,2025-09-29,Salmon Segar,0.5,72,6,laut,2810.3,109.23,2.216,Sedang,19.47,Hujan Ringan,1,29.95,reefer,0.0,41.79,0.3833,8,76.67,Medium
synthetic-007867,laut-041,2025-09-29,Tuna Segar,0.5,96,4,laut,1363.1,55.0,0.4,Tenang,7.58,Cerah,1,28.96,pasif,29.46,20.19,0.2279,14,70.0,Medium
synthetic-000177,darat-001,2025-09-29,Sayuran Daun Segar,2.0,72,6,darat,120.7,2.81,0.0,Tenang,16.65,Cerah Berawan,1,30.0,reefer,0.0,4.59,0.0712,22,23.33,Low
synthetic-002128,darat-028,2025-09-29,Daging Sapi Segar,1.5,120,12,darat,333.7,7.87,0.0,Tenang,23.59,Hujan Ringan,1,30.0,pasif,22.1,4.67,0.0932,17,36.89,Low
synthetic-007475,laut-035,2025-09-29,Sayuran Daun Segar,2.0,72,6,laut,1287.7,58.3,0.621,Rendah,11.59,Cerah Berawan,1,31.95,reefer,0.0,17.05,0.2184,16,55.18,Low
synthetic-012583,kombinasi-026,2025-09-29,Susu Segar,2.5,168,8,kombinasi,3434.4,131.96,1.524,Sedang,5.0,Cerah Berawan,1,28.07,reefer,0.0,52.91,0.3961,6,74.0,Medium
synthetic-008002,laut-042,2025-09-29,Salmon Segar,0.5,72,6,laut,1063.5,45.48,2.339,Sedang,25.97,Cerah Berawan,1,25.65,pasif,30.39,21.64,0.2808,10,76.67,Medium
synthetic-000458,darat-005,2025-09-29,Buah Potong Segar,3.0,48,4,darat,100.5,2.23,0.0,Tenang,24.47,Cerah Berawan,1,30.0,reefer,0.0,0.11,0.0672,16,19.05,Low
synthetic-004139,darat-057,2025-09-29,Udang Beku,-19.0,4320,48,darat,711.9,16.16,0.0,Tenang,9.12,Cerah,1,30.0,pasif,49.55,10.3,0.1097,8,16.67,Low
synthetic-007947,laut-041,2025-09-29,Udang Segar,2.0,48,4,laut,1363.1,61.54,1.762,Sedang,21.01,Cerah Berawan,1,26.41,reefer,0.0,20.19,0.2279,10,67.04,Medium
synthetic-010035,laut-073,2025-09-29,Daging Sapi Segar,1.5,120,12,laut,1515.4,62.66,4.865,Sangat Tinggi,42.94,Hujan Badai,0,31.12,pasif,29.57,27.92,0.3185,8,93.33,High
synthetic-003235,darat-044,2025-09-29,Sayuran Daun Segar,2.0,72,6,darat,271.3,5.84,0.0,Tenang,8.29,Hujan Ringan,1,30.0,reefer,0.0,2.49,0.0807,2,12.15,Low
synthetic-012212,kombinasi-021,2025-09-29,Daging Sapi Segar,1.5,120,12,kombinasi,745.2,28.93,2.245,Sedang,28.88,Hujan Ringan,1,26.91,pasif,29.85,21.72,0.2514,2,76.67,Medium
synthetic-005119,laut-002,2025-09-29,Sayuran Daun Segar,2.0,72,6,laut,1167.7,51.24,2.748,Tinggi,27.51,Hujan Lebat,0,30.13,pasif,30.37,27.4,0.36,20,90.0,High
synthetic-001009,darat-013,2025-09-29,Udang Segar,2.0,48,4,darat,550.3,12.24,0.0,Tenang,11.96,Cerah,1,30.0,reefer,0.0,5.47,0.1016,15,43.27,Low
synthetic-002896,darat-038,2025-09-29,Sayuran Daun Segar,2.0,72,6,darat,140.4,3.13,0.0,Tenang,9.87,Hujan Sedang,1,30.0,reefer,0.0,4.96,0.0781,11,37.62,Low
synthetic-002495,darat-032,2025-09-29,Sayuran Daun Segar,2.0,72,6,darat,174.7,3.95,0.0,Tenang,5.0,Berawan,1,30.0,reefer,0.0,7.5,0.0748,13,38.16,Low
synthetic-013700,kombinasi-040,2025-09-29,Tuna Segar,0.5,96,4,kombinasi,3090.1,109.3,3.297,Tinggi,24.26,Berawan Tebal,0,32.88,reefer,0.0,48.44,0.4023,18,90.0,High
synthetic-000783,darat-009,2025-09-29,Buah Potong Segar,3.0,48,4,darat,137.6,3.03,0.0,Tenang,16.59,Cerah,1,30.0,reefer,0.0,2.32,0.0739,1,16.95,Low
synthetic-003258,darat-044,2025-09-29,Udang Beku,-19.0,4320,48,darat,271.3,5.94,0.0,Tenang,21.32,Cerah Berawan,1,30.0,reefer,0.0,2.49,0.0807,21,7.79,Low
synthetic-008257,laut-046,2025-09-29,Tuna Segar,0.5,96,4,laut,1231.3,53.86,2.076,Sedang,28.58,Cerah Berawan,1,31.47,reefer,0.0,21.48,0.2824,13,69.08,Medium
synthetic-006466,laut-021,2025-09-29,Udang Segar,2.0,48,4,laut,2599.4,93.63,5.375,Sangat Tinggi,50.74,Hujan Lebat,0,30.06,reefer,0.0,37.38,0.3775,17,93.33,High
synthetic-012347,kombinasi-023,2025-09-30,Susu Segar,2.5,168,8,kombinasi,2211.4,79.35,0.806,Rendah,7.34,Cerah,1,27.51,reefer,0.0,33.0,0.3363,22,64.49,Medium
synthetic-002098,darat-027,2025-09-30,Udang Segar,2.0,48,4,darat,322.9,7.58,0.0,Tenang,10.08,Cerah,1,30.0,reefer,0.0,1.13,0.0886,7,27.82,Low
synthetic-001443,darat-018,2025-09-30,Ayam Segar,2.0,48,6,darat,462.4,10.46,0.0,Tenang,13.74,Berawan,1,30.0,pasif,28.54,4.25,0.0907,10,60.31,Low
synthetic-008464,laut-049,2025-09-30,Susu Segar,2.5,168,8,laut,3867.5,149.67,8.485,Ekstrem,87.67,Hujan Lebat,0,25.87,pasif,30.32,51.7,0.3848,19,96.67,High
synthetic-000120,darat-001,2025-09-30,Udang Segar,2.0,48,4,darat,120.7,2.78,0.0,Tenang,16.43,Hujan Sedang,1,30.0,reefer,0.0,4.59,0.0712,10,35.28,Low
synthetic-007923,laut-041,2025-09-30,Daging Sapi Segar,1.5,120,12,laut,1363.1,60.38,0.885,Rendah,19.12,Berawan,1,26.16,pasif,30.11,20.19,0.2279,11,71.27,Medium
synthetic-008897,laut-055,2025-09-30,Sayuran Daun Segar,2.0,72,6,laut,1182.8,51.9,1.607,Sedang,13.19,Berawan,1,26.42,reefer,0.0,23.87,0.3601,10,72.55,Medium
synthetic-004559,darat-064,2025-09-30,Buah Potong Segar,3.0,48,4,darat,411.3,9.42,0.0,Tenang,13.93,Cerah Berawan,1,30.0,reefer,0.0,2.91,0.0878,11,29.94,Low
synthetic-003119,darat-042,2025-09-30,Daging Sapi Segar,1.5,120,12,darat,156.9,3.13,0.0,Tenang,10.9,Berawan,1,30.0,reefer,0.0,6.72,0.0811,0,23.56,Low
synthetic-004926,laut-000,2025-09-30,Buah Potong Segar,3.0,48,4,laut,963.7,43.39,3.724,Tinggi,33.94,Berawan Tebal,0,30.97,reefer,0.0,19.86,0.2566,13,79.58,High
synthetic-001517,darat-019,2025-09-30,Ayam Segar,2.0,48,6,darat,241.4,5.48,0.0,Tenang,5.0,Berawan,1,30.0,reefer,0.0,6.09,0.0769,14,36.29,Low
synthetic-004394,darat-061,2025-09-30,Ayam Segar,2.0,48,6,darat,197.8,4.45,0.0,Tenang,18.83,Hujan Sedang,1,30.0,reefer,0.0,2.33,0.0798,9,23.24,Low
synthetic-003293,darat-045,2025-09-30,Tuna Segar,0.5,96,4,darat,291.4,6.81,0.0,Tenang,12.95,Hujan Ringan,1,30.0,reefer,0.0,4.71,0.0815,19,39.17,Low
synthetic-011706,kombinasi-015,2025-09-30,Es Krim,-19.0,2160,2,kombinasi,951.8,41.26,1.894,Sedang,24.85,Cerah Berawan,1,29.24,reefer,0.0,22.1,0.2032,23,58.14,Low
synthetic-004644,darat-065,2025-09-30,Susu Segar,2.5,168,8,darat,435.6,9.67,0.0,Tenang,9.4,Cerah,1,30.0,pasif,24.8,7.4,0.1021,16,45.18,Low
synthetic-006988,laut-028,2025-10-01,Buah Potong Segar,3.0,48,4,laut,1066.5,45.8,0.481,Tenang,9.18,Cerah Berawan,1,30.8,reefer,0.0,14.93,0.1943,8,47.75,Low
synthetic-004228,darat-058,2025-10-01,Susu Segar,2.5,168,8,darat,136.4,2.98,0.0,Tenang,13.73,Cerah,1,30.0,reefer,0.0,2.22,0.0796,4,22.63,Low
synthetic-006798,laut-026,2025-10-01,Es Krim,-19.0,2160,2,laut,186.6,19.18,0.767,Rendah,5.0,Berawan,1,31.4,reefer,0.0,7.19,0.1082,13,44.36,Low
synthetic-000923,darat-011,2025-10-01,Salmon Segar,0.5,72,6,darat,430.9,9.19,0.0,Tenang,21.09,Berawan,1,30.0,pasif,30.39,7.02,0.1066,4,70.0,Medium
synthetic-004176,darat-058,2025-10-01,Ayam Segar,2.0,48,6,darat,136.4,2.95,0.0,Tenang,11.29,Cerah Berawan,1,30.0,pasif,16.03,2.22,0.0796,3,48.12,Low
synthetic-000742,darat-009,2025-10-01,Udang Segar,2.0,48,4,darat,137.6,3.18,0.0,Tenang,23.02,Cerah,1,30.0,reefer,0.0,2.32,0.0739,19,31.34,Low
synthetic-005909,laut-013,2025-10-01,Sayuran Daun Segar,2.0,72,6,laut,3938.8,150.09,5.493,Sangat Tinggi,55.33,Hujan Badai,0,26.44,reefer,0.0,50.19,0.3255,9,93.33,High
synthetic-010396,laut-078,2025-10-01,Susu Segar,2.5,168,8,laut,3894.5,145.23,0.28,Tenang,5.0,Berawan,1,28.78,pasif,28.59,47.69,0.2429,17,68.26,Medium
synthetic-001576,darat-020,2025-10-01,Sayuran Daun Segar,2.0,72,6,darat,219.7,4.86,0.0,Tenang,16.39,Berawan,1,30.0,reefer,0.0,4.12,0.0773,6,16.15,Low
synthetic-005094,laut-002,2025-10-01,Buah Potong Segar,3.0,48,4,laut,1167.7,51.72,6.337,Ekstrem,66.73,Hujan Lebat,0,25.46,reefer,0.0,27.4,0.36,9,96.67,High
synthetic-000556,darat-006,2025-10-01,Ayam Segar,2.0,48,6,darat,273.4,6.46,0.0,Tenang,23.73,Cerah Berawan,1,30.0,pasif,27.92,3.98,0.0902,2,65.58,Medium
synthetic-006810,laut-026,2025-10-01,Buah Potong Segar,3.0,48,4,laut,186.6,18.47,0.481,Tenang,5.0,Cerah,1,30.5,reefer,0.0,7.19,0.1082,4,39.61,Low
synthetic-006403,laut-020,2025-10-01,Udang Segar,2.0,48,4,laut,1449.4,60.2,0.869,Rendah,17.56,Berawan,1,28.19,pasif,28.19,17.12,0.2418,18,73.33,Medium
synthetic-010175,laut-075,2025-10-01,Udang Beku,-19.0,4320,48,laut,995.3,45.04,0.148,Tenang,5.0,Cerah,1,31.44,reefer,0.0,15.78,0.1901,5,27.16,Low
synthetic-012749,kombinasi-029,2025-10-01,Udang Segar,2.0,48,4,kombinasi,2928.6,100.67,3.027,Tinggi,33.49,Hujan Lebat,0,31.85,reefer,0.0,42.42,0.34,6,90.0,High
synthetic-009465,laut-063,2025-10-01,Udang Segar,2.0,48,4,laut,3392.1,127.4,1.813,Sedang,5.4,Berawan,1,31.77,reefer,0.0,40.24,0.317,23,75.89,Medium
synthetic-006784,laut-025,2025-10-01,Es Krim,-19.0,2160,2,laut,3142.5,118.43,1.809,Sedang,14.25,Berawan,1,29.63,pasif,49.29,41.58,0.3208,17,76.67,Medium
synthetic-012992,kombinasi-032,2025-10-01,Susu Segar,2.5,168,8,kombinasi,892.2,36.31,1.174,Rendah,10.25,Berawan,1,30.7,reefer,0.0,23.11,0.2816,18,61.58,Low
synthetic-011062,kombinasi-007,2025-10-01,Udang Segar,2.0,48,4,kombinasi,1443.5,54.53,1.606,Sedang,13.62,Hujan Ringan,1,27.55,reefer,0.0,23.98,0.2571,19,67.61,Medium
synthetic-010490,laut-079,2025-10-01,Tuna Segar,0.5,96,4,laut,462.8,29.35,0.992,Rendah,11.09,Cerah Berawan,1,31.75,pasif,29.88,10.89,0.1248,19,73.33,Medium
synthetic-011451,kombinasi-012,2025-10-01,Buah Potong Segar,3.0,48,4,kombinasi,1941.1,81.21,9.13,Sangat Ekstrem,87.03,Hujan Badai,0,31.98,reefer,0.0,35.87,0.3957,13,100.0,High
synthetic-008057,laut-043,2025-10-01,Udang Beku,-19.0,4320,48,laut,2194.6,82.91,3.924,Tinggi,37.66,Hujan Lebat,0,29.45,reefer,0.0,38.54,0.3883,0,85.68,High
synthetic-006588,laut-023,2025-10-01,Udang Segar,2.0,48,4,laut,1054.7,49.3,0.684,Rendah,5.08,Cerah Berawan,1,22.67,reefer,0.0,18.72,0.2845,22,64.67,Medium
synthetic-004749,darat-067,2025-10-01,Daging Sapi Segar,1.5,120,12,darat,180.9,3.97,0.0,Tenang,30.35,Berawan,1,30.0,pasif,22.03,4.27,0.0813,20,30.69,Low
synthetic-001198,darat-015,2025-10-01,Udang Segar,2.0,48,4,darat,137.0,2.88,0.0,Tenang,18.47,Cerah Berawan,1,30.0,reefer,0.0,2.54,0.071,20,17.86,Low
synthetic-007921,laut-041,2025-10-01,Udang Segar,2.0,48,4,laut,1363.1,57.08,2.115,Sedang,25.42,Berawan,1,27.52,reefer,0.0,20.19,0.2279,9,64.46,Medium
synthetic-000574,darat-007,2025-10-01,Salmon Segar,0.5,72,6,darat,200.4,4.28,0.0,Tenang,20.82,Berawan,1,30.0,reefer,0.0,3.59,0.0739,22,39.36,Low
synthetic-002289,darat-029,2025-10-01,Susu Segar,2.5,168,8,darat,338.0,7.54,0.0,Tenang,13.26,Cerah,1,30.0,pasif,24.81,6.36,0.0841,14,47.2,Low
synthetic-002572,darat-033,2025-10-02,Udang Segar,2.0,48,4,darat,141.4,3.02,0.0,Tenang,21.61,Cerah Berawan,1,30.0,pasif,23.78,4.05,0.0856,16,70.0,Medium
synthetic-003975,darat-055,2025-10-02,Udang Segar,2.0,48,4,darat,159.9,3.75,0.0,Tenang,5.0,Cerah,1,30.0,pasif,15.15,2.29,0.0932,22,51.87,Low
synthetic-011391,kombinasi-011,2025-10-02,Sayuran Daun Segar,2.0,72,6,kombinasi,2276.4,83.96,0.296,Tenang,5.0,Cerah,1,26.85,reefer,0.0,33.8,0.2666,22,61.22,Low
synthetic-011992,kombinasi-018,2025-10-02,Sayuran Daun Segar,2.0,72,6,kombinasi,1726.8,62.23,15.44,Sangat Ekstrem,110.0,Hujan Lebat,0,28.27,reefer,0.0,31.43,0.3958,16,100.0,High
synthetic-011187,kombinasi-009,2025-10-02,Buah Potong Segar,3.0,48,4,kombinasi,4031.6,149.4,0.9,Rendah,9.89,Cerah Berawan,1,27.21,reefer,0.0,58.62,0.3993,9,73.33,Medium
synthetic-009184,laut-059,2025-10-02,Sayuran Daun Segar,2.0,72,6,laut,2374.5,89.7,1.442,Sedang,13.88,Hujan Ringan,1,31.94,reefer,0.0,36.25,0.318,2,72.3,Medium
synthetic-003284,darat-045,2025-10-02,Udang Beku,-19.0,4320,48,darat,291.4,6.28,0.0,Tenang,12.38,Cerah Berawan,1,30.0,pasif,29.53,4.71,0.0815,11,11.14,Low
synthetic-007268,laut-032,2025-10-02,Es Krim,-19.0,2160,2,laut,751.6,37.99,0.493,Tenang,11.15,Cerah,1,27.73,reefer,0.0,16.02,0.1557,16,45.25,Low
synthetic-004870,darat-069,2025-10-02,Udang Segar,2.0,48,4,darat,218.7,5.11,0.0,Tenang,24.02,Hujan Sedang,1,30.0,pasif,17.99,5.85,0.0734,5,67.85,Medium
synthetic-010222,laut-075,2025-10-02,Salmon Segar,0.5,72,6,laut,995.3,45.53,1.386,Sedang,9.16,Berawan,1,31.35,reefer,0.0,15.78,0.1901,5,62.86,Medium
synthetic-014056,kombinasi-046,2025-10-02,Susu Segar,2.5,168,8,kombinasi,1112.1,42.51,2.753,Tinggi,36.07,Hujan Lebat,0,27.65,pasif,27.52,30.57,0.3635,6,90.0,High
synthetic-003865,darat-054,2025-10-02,Udang Segar,2.0,48,4,darat,179.9,4.05,0.0,Tenang,20.14,Cerah,1,30.0,reefer,0.0,1.77,0.0789,4,12.33,Low
synthetic-007749,laut-039,2025-10-02,Buah Potong Segar,3.0,48,4,laut,115.4,16.29,0.567,Rendah,5.0,Berawan,1,27.88,reefer,0.0,2.59,0.0938,4,22.12,Low
synthetic-008129,laut-045,2025-10-02,Daging Sapi Segar,1.5,120,12,laut,728.9,38.45,2.233,Sedang,22.42,Berawan,1,28.75,pasif,27.6,18.79,0.2267,7,74.65,Medium
synthetic-003439,darat-047,2025-10-02,Udang Segar,2.0,48,4,darat,292.4,6.38,0.0,Tenang,17.94,Cerah,1,30.0,reefer,0.0,5.58,0.0942,1,41.7,Low
synthetic-013326,kombinasi-036,2025-10-02,Tuna Segar,0.5,96,4,kombinasi,1256.9,49.95,1.68,Sedang,18.94,Hujan Ringan,1,24.76,pasif,29.8,25.4,0.3833,15,76.67,Medium
synthetic-002290,darat-029,2025-10-02,Sayuran Daun Segar,2.0,72,6,darat,338.0,7.51,0.0,Tenang,6.33,Cerah,1,30.0,reefer,0.0,6.36,0.0841,4,24.51,Low
synthetic-008406,laut-048,2025-10-02,Ayam Segar,2.0,48,6,laut,805.0,38.06,1.218,Rendah,9.34,Cerah Berawan,1,27.2,pasif,28.74,14.17,0.158,8,73.33,Medium
synthetic-011861,kombinasi-017,2025-10-02,Salmon Segar,0.5,72,6,kombinasi,1414.4,60.65,1.731,Sedang,17.73,Berawan,1,31.24,reefer,0.0,29.07,0.3327,2,74.02,Medium
synthetic-013593,kombinasi-039,2025-10-02,Udang Beku,-19.0,4320,48,kombinasi,1759.6,71.99,1.13,Rendah,10.92,Berawan,1,30.45,reefer,0.0,29.53,0.2723,1,45.43,Low
synthetic-012374,kombinasi-023,2025-10-02,Susu Segar,2.5,168,8,kombinasi,2211.4,85.98,1.999,Sedang,18.63,Cerah Berawan,1,25.76,reefer,0.0,33.0,0.3363,1,69.25,Medium
synthetic-007803,laut-040,2025-10-02,Tuna Segar,0.5,96,4,laut,542.9,28.63,6.518,Ekstrem,70.15,Hujan Badai,0,25.98,reefer,0.0,16.15,0.2708,2,90.48,High
synthetic-013511,kombinasi-038,2025-10-03,Ayam Segar,2.0,48,6,kombinasi,319.4,18.84,0.463,Tenang,5.0,Cerah Berawan,1,28.13,reefer,0.0,13.95,0.129,23,47.92,Low
synthetic-014156,kombinasi-047,2025-10-03,Udang Beku,-19.0,4320,48,kombinasi,1197.0,49.67,2.365,Sedang,25.73,Hujan Ringan,1,26.99,pasif,48.13,23.63,0.3158,7,54.49,Low
synthetic-002070,darat-027,2025-10-03,Daging Sapi Segar,1.5,120,12,darat,322.9,7.63,0.0,Tenang,18.11,Berawan,1,30.0,reefer,0.0,1.13,0.0886,21,10.06,Low
synthetic-005306,laut-004,2025-10-03,Susu Segar,2.5,168,8,laut,3992.2,144.22,4.507,Sangat Tinggi,43.07,Berawan Tebal,0,26.72,reefer,0.0,49.12,0.3181,16,87.26,High
synthetic-002452,darat-032,2025-10-03,Udang Beku,-19.0,4320,48,darat,174.7,3.95,0.0,Tenang,5.0,Cerah Berawan,1,30.0,reefer,0.0,7.5,0.0748,2,11.07,Low
synthetic-002867,darat-038,2025-10-03,Susu Segar,2.5,168,8,darat,140.4,2.86,0.0,Tenang,18.98,Berawan,1,30.0,reefer,0.0,4.96,0.0781,1,28.44,Low
synthetic-007212,laut-031,2025-10-03,Udang Beku,-19.0,4320,48,laut,1766.8,67.75,1.855,Sedang,18.76,Cerah Berawan,1,27.48,pasif,48.76,31.43,0.3219,13,56.97,Low
synthetic-013778,kombinasi-042,2025-10-03,Udang Segar,2.0,48,4,kombinasi,3062.1,108.0,4.572,Sangat Tinggi,42.01,Berawan Tebal,0,25.2,reefer,0.0,43.4,0.3427,5,93.33,High
synthetic-007976,laut-042,2025-10-03,Daging Sapi Segar,1.5,120,12,laut,1063.5,44.68,2.067,Sedang,27.46,Berawan,1,23.83,reefer,0.0,21.64,0.2808,9,67.56,Medium
synthetic-004024,darat-056,2025-10-03,Daging Sapi Segar,1.5,120,12,darat,206.2,4.56,0.0,Tenang,7.37,Cerah,1,30.0,pasif,16.46,4.21,0.0873,4,33.98,Low
synthetic-003302,darat-045,2025-10-03,Daging Sapi Segar,1.5,120,12,darat,291.4,7.01,0.0,Tenang,9.63,Cerah Berawan,1,30.0,reefer,0.0,4.71,0.0815,16,13.73,Low
synthetic-011425,kombinasi-012,2025-10-03,Udang Segar,2.0,48,4,kombinasi,1941.1,71.24,3.87,Tinggi,38.26,Berawan Tebal,0,31.26,reefer,0.0,35.87,0.3957,2,90.0,High
synthetic-012197,kombinasi-021,2025-10-03,Daging Sapi Segar,1.5,120,12,kombinasi,745.2,37.88,0.647,Rendah,5.0,Cerah Berawan,1,27.94,pasif,27.65,21.72,0.2514,18,71.58,Medium
synthetic-012041,kombinasi-019,2025-10-03,Es Krim,-19.0,2160,2,kombinasi,1727.7,65.06,4.437,Sangat Tinggi,34.16,Berawan Tebal,0,29.08,pasif,50.97,37.88,0.4003,16,93.33,High
synthetic-000122,darat-001,2025-10-03,Udang Beku,-19.0,4320,48,darat,120.7,2.7,0.0,Tenang,27.13,Cerah Berawan,1,30.0,reefer,0.0,4.59,0.0712,2,7.65,Low
synthetic-004265,darat-059,2025-10-03,Sayuran Daun Segar,2.0,72,6,darat,492.4,11.64,0.0,Tenang,18.82,Hujan Ringan,1,30.0,pasif,21.54,7.46,0.0946,2,70.0,Medium
synthetic-008022,laut-043,2025-10-04,Udang Beku,-19.0,4320,48,laut,2194.6,86.64,2.719,Tinggi,19.95,Hujan Lebat,0,28.06,reefer,0.0,38.54,0.3883,1,82.91,High
